# BEAST v1.10.5 Prerelease #23570d1																			
# Generated Fri Jun 30 14:21:54 CEST 2023 [seed=1688127711194]																			
# -beagle_gpu -beagle_order 1 -overwrite -load_state checkpoint.state -save_every 10000 -save_state resumed.state -force_resume b.1.1.7.xml																			
state	joint	prior	likelihood	treeModel.rootHeight	age(root)	treeLength	exponential.popSize	exponential.doublingTime	kappa	frequencies1	frequencies2	frequencies3	frequencies4	alpha	clock.rate	meanRate	treeLikelihood	branchRates	coalescent
374500000	-54481.143	-2531.104433	-51950.03856	0.318233537	2020.679034	62.92909758	1328.251467	0.019013337	8.324064328	0.290714755	0.180346929	0.191905636	0.33703268	0.059643667	5.27E-04	5.27E-04	-51950.03856	0	-2521.544714
375000000	-54528.9132	-2550.023493	-51978.88971	0.326407964	2020.67086	63.77392252	867.3483263	0.020289302	7.962199013	0.290718132	0.181451794	0.194265573	0.333564501	0.033658	5.35E-04	5.35E-04	-51978.88971	0	-2540.971376
375500000	-54471.45491	-2499.63411	-51971.8208	0.302882133	2020.694386	61.99335243	1097.666251	0.019083236	8.005548501	0.297796548	0.178930327	0.189722429	0.333550695	0.037407764	5.36E-04	5.36E-04	-51971.8208	0	-2490.365451
376000000	-54380.07456	-2398.096546	-51981.97801	0.318758734	2020.678509	56.85538187	477.9568878	0.021261073	6.749738538	0.296238114	0.174403667	0.195248704	0.334109515	0.058540772	6.24E-04	6.24E-04	-51981.97801	0	-2389.705263
376500000	-54426.6569	-2470.233026	-51956.42388	0.309997421	2020.68727	60.29176141	919.3589444	0.01943792	7.642088953	0.296287788	0.180771527	0.192166442	0.330774243	0.084204414	5.50E-04	5.50E-04	-51956.42388	0	-2461.089557
377000000	-54511.15933	-2534.619381	-51976.53995	0.337560863	2020.659707	62.37136738	735.1114109	0.020992889	6.793044342	0.294659492	0.179661168	0.192983839	0.332695501	0.106403468	5.72E-04	5.72E-04	-51976.53995	0	-2525.774914
377500000	-54414.45244	-2448.766144	-51965.6863	0.301151241	2020.696117	59.15494544	690.744617	0.020360279	7.872207318	0.292042145	0.180594176	0.192623064	0.334740616	0.029532867	5.72E-04	5.72E-04	-51965.6863	0	-2439.906161
378000000	-54358.2302	-2430.066858	-51928.16334	0.31673422	2020.680534	58.78306502	981.977191	0.018845264	6.231782638	0.294682827	0.179032616	0.189431333	0.336853224	0.11269879	5.93E-04	5.93E-04	-51928.16334	0	-2421.10217
378500000	-54446.69312	-2482.512459	-51964.18066	0.323513578	2020.673754	61.39306085	888.6705409	0.01989329	7.171691897	0.298444454	0.179586523	0.191298552	0.330670471	0.082487922	5.55E-04	5.55E-04	-51964.18066	0	-2473.492463
379000000	-54475.54218	-2523.028426	-51952.51375	0.315681901	2020.681586	61.94509674	718.2537154	0.020995869	7.910014276	0.292268939	0.181021074	0.192178185	0.334531802	0.036051572	5.50E-04	5.50E-04	-51952.51375	0	-2514.117862
379500000	-54348.77271	-2391.263757	-51957.50895	0.296732553	2020.700535	59.76014871	1753.494464	0.017134891	9.43372062	0.291696176	0.182748936	0.191827142	0.333727747	0.078033007	5.87E-04	5.87E-04	-51957.50895	0	-2381.177191
380000000	-54469.65266	-2502.27552	-51967.37714	0.293394575	2020.703873	61.68696666	1004.754089	0.019300977	7.785846674	0.29654521	0.179840414	0.189789323	0.333825052	0.084505264	5.55E-04	5.55E-04	-51967.37714	0	-2493.020464
380500000	-54418.28738	-2471.701925	-51946.58545	0.326244997	2020.671023	59.06900085	456.4070912	0.02226127	7.71657716	0.293038642	0.178408341	0.191890946	0.336662071	0.058082181	5.82E-04	5.82E-04	-51946.58545	0	-2463.150841
381000000	-54487.06236	-2507.842961	-51979.2194	0.328044512	2020.669223	62.45092874	922.9528845	0.020052397	8.609551404	0.296439007	0.176191247	0.192691894	0.334677852	0.040470792	5.66E-04	5.66E-04	-51979.2194	0	-2498.549898
381500000	-54607.79991	-2591.338873	-52016.46103	0.325528838	2020.671739	65.98326713	1750.865852	0.018514398	8.374161833	0.293296071	0.177792897	0.193870047	0.335040986	0.025604985	5.46E-04	5.46E-04	-52016.46103	0	-2581.575308
382000000	-54524.65283	-2540.732448	-51983.92038	0.346773395	2020.650494	62.04519745	625.0467423	0.021551243	8.048970043	0.292781923	0.178572603	0.19512909	0.333516384	0.010287851	5.44E-04	5.44E-04	-51983.92038	0	-2531.96945
382500000	-54460.64528	-2488.116081	-51972.5292	0.316277682	2020.68099	58.79706215	455.693919	0.022312971	8.763147832	0.293517404	0.177670601	0.190484814	0.33832718	0.10931297	6.08E-04	6.08E-04	-51972.5292	0	-2479.219335
383000000	-54565.75965	-2589.284708	-51976.47494	0.320802396	2020.676465	63.49041568	933.7528947	0.020453586	6.319692089	0.286696197	0.18267036	0.192605403	0.33802804	0.022134122	5.53E-04	5.53E-04	-51976.47494	0	-2580.523241
383500000	-54468.88898	-2514.054852	-51954.83413	0.319663516	2020.677604	59.96905436	559.0233691	0.0218287	8.135093358	0.295227872	0.183196967	0.192962475	0.328612685	0.076007055	5.83E-04	5.83E-04	-51954.83413	0	-2505.193306
384000000	-54515.17916	-2567.545223	-51947.63394	0.338321929	2020.658946	62.07587763	578.9581897	0.022036252	7.055153663	0.296269039	0.178888765	0.191055522	0.333786674	0.035304833	5.56E-04	5.56E-04	-51947.63394	0	-2558.996441
384500000	-54471.43033	-2493.455319	-51977.97502	0.317064887	2020.680203	60.75988235	906.6192187	0.019667068	7.549914196	0.293801196	0.178076015	0.189545898	0.338576891	0.047419907	5.76E-04	5.76E-04	-51977.97502	0	-2484.387036
385000000	-54573.8545	-2590.093566	-51983.76094	0.334144984	2020.663123	63.41969841	611.7056755	0.022336019	7.432759583	0.291732147	0.181490878	0.18875109	0.338025885	0.017390633	5.19E-04	5.19E-04	-51983.76094	0	-2581.471827
385500000	-54417.58109	-2449.136697	-51968.44439	0.298735292	2020.698532	60.60682745	1410.597342	0.017837211	7.700202846	0.291423025	0.181045839	0.193975105	0.333556031	0.011757452	5.82E-04	5.82E-04	-51968.44439	0	-2439.733663
386000000	-54452.32657	-2517.884406	-51934.44217	0.30326717	2020.694001	62.4872899	984.6965065	0.01976533	7.953275424	0.296265262	0.179068794	0.1892278	0.335438144	0.050272163	5.47E-04	5.47E-04	-51934.44217	0	-2508.673048
386500000	-54427.95928	-2459.094046	-51968.86523	0.315879903	2020.681388	60.1579694	913.2204373	0.019522534	7.454133563	0.295471145	0.179252253	0.18983936	0.335437242	0.024625727	5.89E-04	5.89E-04	-51968.86523	0	-2450.075961
387000000	-54523.9708	-2539.574346	-51984.39645	0.311593562	2020.685674	62.29735302	982.3460402	0.01972845	7.691138648	0.297942429	0.181870765	0.189153897	0.331032908	0.10102218	5.53E-04	5.53E-04	-51984.39645	0	-2530.314916
387500000	-54517.77078	-2529.426216	-51988.34456	0.309029264	2020.688238	60.84958561	598.0386349	0.02158314	7.765318211	0.298269531	0.176528745	0.188125637	0.337076087	0.076374035	5.69E-04	5.69E-04	-51988.34456	0	-2520.603651
388000000	-54451.26143	-2475.273756	-51975.98767	0.325046917	2020.672221	61.0292639	739.1326683	0.020468469	8.374586907	0.29189228	0.179077069	0.190554385	0.338476266	0.1131631	5.48E-04	5.48E-04	-51975.98767	0	-2466.101933
388500000	-54414.6996	-2451.533818	-51963.16578	0.31095095	2020.686317	58.28843495	557.0690424	0.021356657	8.097525705	0.290959822	0.184447565	0.192217511	0.332375102	0.033899033	5.76E-04	5.76E-04	-51963.16578	0	-2442.783209
389000000	-54444.9789	-2455.209538	-51989.76936	0.333877107	2020.663391	59.49631648	542.9609283	0.021672382	7.819987295	0.297731242	0.174364803	0.194519635	0.333384319	0.045749221	5.70E-04	5.70E-04	-51989.76936	0	-2446.521242
389500000	-54368.0757	-2402.522349	-51965.55335	0.302590555	2020.694677	59.5268013	1166.906742	0.01815099	9.219569247	0.299060815	0.179095121	0.190841676	0.331002388	0.065935627	5.96E-04	5.96E-04	-51965.55335	0	-2392.861631
390000000	-54444.77405	-2496.434482	-51948.33957	0.290548328	2020.706719	62.71265708	1707.909337	0.017969484	8.32644579	0.294232832	0.177888033	0.190313448	0.337565688	0.069792759	5.57E-04	5.57E-04	-51948.33957	0	-2486.613746
390500000	-54460.78824	-2505.949156	-51954.83908	0.347706627	2020.649561	59.92952912	547.1056084	0.02155128	9.334016241	0.292258492	0.181480719	0.189777043	0.336483746	0.19000143	5.75E-04	5.75E-04	-51954.83908	0	-2496.662414
391000000	-54496.96857	-2531.443949	-51965.52462	0.324642637	2020.672625	62.09482433	685.036315	0.021168132	7.459923214	0.293761957	0.179564247	0.191000896	0.335672899	0.122828402	5.23E-04	5.23E-04	-51965.52462	0	-2522.527061
391500000	-54499.01971	-2528.876769	-51970.14294	0.315750475	2020.681517	62.43748355	853.9382986	0.020467081	7.41125385	0.298883129	0.173657972	0.192199188	0.335259711	0.065167533	5.34E-04	5.34E-04	-51970.14294	0	-2519.879741
392000000	-54532.10834	-2564.436853	-51967.67149	0.332845961	2020.664422	63.00188397	918.9215722	0.020346945	8.447978597	0.29330942	0.178455641	0.194620961	0.333613978	0.077418255	5.06E-04	5.06E-04	-51967.67149	0	-2555.157194
392500000	-54594.29066	-2628.204054	-51966.0866	0.352826307	2020.644441	66.92157558	959.3453474	0.020879419	7.543939137	0.290648762	0.182550964	0.194602534	0.332197739	0.018389294	5.49E-04	5.49E-04	-51966.0866	0	-2619.147459
393000000	-54530.1834	-2568.180021	-51962.00338	0.367584794	2020.629683	63.56294745	780.4067831	0.020778261	8.43539702	0.294911892	0.176608013	0.190495882	0.337984214	0.035268351	5.46E-04	5.46E-04	-51962.00338	0	-2559.100911
393500000	-54541.25969	-2572.598472	-51968.66122	0.313296653	2020.683971	64.39038914	1088.89513	0.019830362	8.099329604	0.294406125	0.178597417	0.190075414	0.336921044	0.01276317	5.19E-04	5.19E-04	-51968.66122	0	-2563.364226
394000000	-54592.85252	-2584.160749	-52008.69178	0.319851167	2020.677417	64.3235778	877.2090988	0.020682682	7.399902575	0.292598441	0.179449363	0.192328319	0.335623877	0.044426082	4.91E-04	4.91E-04	-52008.69178	0	-2575.228391
394500000	-54498.98945	-2562.126714	-51936.86273	0.322852543	2020.674415	62.8674914	907.0304184	0.020490565	7.794825878	0.292416426	0.182357178	0.190552021	0.334674375	0.07034073	5.41E-04	5.41E-04	-51936.86273	0	-2552.96808
395000000	-54505.84776	-2537.724444	-51968.12332	0.31959587	2020.677672	62.25708667	914.3530767	0.020211661	7.639852726	0.291624442	0.178429277	0.19269025	0.337256031	0.101483826	5.44E-04	5.44E-04	-51968.12332	0	-2528.534707
395500000	-54606.21591	-2641.078433	-51965.13748	0.321897571	2020.67537	66.09515621	1015.978079	0.020342047	7.928037149	0.289338457	0.18528779	0.194367079	0.331006674	0.00915733	4.99E-04	4.99E-04	-51965.13748	0	-2631.96843
396000000	-54518.19486	-2565.115103	-51953.07976	0.321207832	2020.67606	64.08874765	873.9882952	0.020472642	7.304819655	0.295784185	0.181757873	0.189223201	0.33323474	0.082276675	5.15E-04	5.15E-04	-51953.07976	0	-2556.114576
396500000	-54540.53334	-2590.478342	-51950.055	0.309582745	2020.687685	65.32852984	885.3019144	0.02057081	7.347828975	0.296089536	0.182028162	0.190911381	0.330970921	0.088985611	5.26E-04	5.26E-04	-51950.055	0	-2581.434648
397000000	-54543.48071	-2596.977545	-51946.50316	0.355409645	2020.641858	62.4371826	488.2866505	0.023402568	8.405119006	0.295279442	0.181608515	0.190161993	0.332950051	0.026261206	5.35E-04	5.35E-04	-51946.50316	0	-2588.295762
397500000	-54450.18449	-2498.870879	-51951.31361	0.32503124	2020.672237	59.94145745	637.4960508	0.021129341	7.655356815	0.293856287	0.181086289	0.18932767	0.335729753	0.139766089	5.55E-04	5.55E-04	-51951.31361	0	-2489.905577
398000000	-54516.35945	-2548.947412	-51967.41204	0.31382527	2020.683442	64.75113215	1330.002412	0.01904298	7.910473494	0.294689105	0.178300305	0.194894936	0.332115654	0.064692429	5.68E-04	5.68E-04	-51967.41204	0	-2539.434186
398500000	-54469.66634	-2512.207195	-51957.45915	0.31323119	2020.684037	62.0115326	997.3558406	0.019595593	7.885003286	0.293279742	0.179753262	0.190462913	0.336504083	0.055823319	5.31E-04	5.31E-04	-51957.45915	0	-2503.006699
399000000	-54539.43299	-2582.55211	-51956.88088	0.301941363	2020.695326	65.78144198	1646.074472	0.01873328	7.919079825	0.292996394	0.179700298	0.195221218	0.332082091	0.113408447	5.20E-04	5.20E-04	-51956.88088	0	-2572.785487
399500000	-54428.22125	-2481.153189	-51947.06806	0.326834271	2020.670433	59.94267444	579.5078473	0.021240521	7.297495831	0.29721554	0.181188581	0.187983423	0.333612457	0.074753316	5.74E-04	5.74E-04	-51947.06806	0	-2472.473678
400000000	-54436.95323	-2466.921565	-51970.03167	0.300450621	2020.696817	61.57212198	1144.296961	0.01895828	8.241670011	0.295173843	0.181528339	0.190333729	0.332964088	0.011678148	5.67E-04	5.67E-04	-51970.03167	0	-2457.58514
400500000	-54492.70922	-2513.212016	-51979.4972	0.296965474	2020.700302	62.27030948	990.7673525	0.019753157	7.208539268	0.293235288	0.177836324	0.192473176	0.336455211	0.041518103	5.40E-04	5.40E-04	-51979.4972	0	-2504.180573
401000000	-54414.93401	-2459.550869	-51955.38314	0.312854437	2020.684413	60.01984097	856.5905202	0.019604891	7.807324368	0.292849543	0.175166617	0.194195433	0.337788408	0.011288884	5.83E-04	5.83E-04	-51955.38314	0	-2450.549949
401500000	-54503.30499	-2515.839816	-51987.46517	0.318118676	2020.679149	61.83516855	1070.629628	0.019444839	7.215858107	0.295694309	0.17848552	0.190000525	0.335819647	0.121608942	5.56E-04	5.56E-04	-51987.46517	0	-2506.561732
402000000	-54478.7667	-2514.502386	-51964.26432	0.313933576	2020.683334	62.08190041	713.8718817	0.02102283	7.948371151	0.291978832	0.179351983	0.191211086	0.337458099	0.081109686	5.39E-04	5.39E-04	-51964.26432	0	-2505.510634
402500000	-54430.52802	-2458.070873	-51972.45714	0.322363169	2020.674905	58.87267267	583.3836049	0.021175673	7.258384632	0.299069837	0.179431394	0.189708747	0.331790022	0.111466235	5.76E-04	5.76E-04	-51972.45714	0	-2449.31172
403000000	-54565.23306	-2584.233138	-51980.99992	0.330429183	2020.666839	62.15083027	420.3060021	0.023912162	7.639585131	0.291242622	0.180091184	0.192340289	0.336325904	0.020397337	5.34E-04	5.34E-04	-51980.99992	0	-2575.858521
403500000	-54442.04792	-2450.133306	-51991.91462	0.323336197	2020.673932	58.8862527	597.4794654	0.020991308	7.748493938	0.291020043	0.183589259	0.193382215	0.332008483	0.083290418	5.49E-04	5.49E-04	-51991.91462	0	-2441.332533
404000000	-54509.33598	-2517.464077	-51991.8719	0.326758289	2020.670509	60.17329077	489.9739658	0.022609944	8.524214931	0.291987297	0.17670962	0.193970351	0.337332732	0.080734636	5.54E-04	5.54E-04	-51991.8719	0	-2508.644183
404500000	-54481.6708	-2501.126815	-51980.54399	0.320579143	2020.676689	62.78724624	980.6371335	0.019612618	7.606015138	0.296178458	0.181167611	0.192012732	0.330641199	0.084332041	5.25E-04	5.25E-04	-51980.54399	0	-2491.958622
405000000	-54578.85119	-2568.90505	-52009.94614	0.327200538	2020.670067	62.62943145	558.5497504	0.022156903	8.061462837	0.290442655	0.18219137	0.194419835	0.332946141	0.016290149	5.46E-04	5.46E-04	-52009.94614	0	-2560.219664
405500000	-54545.68709	-2604.335385	-51941.3517	0.341730163	2020.655538	63.69550176	610.4053005	0.022238716	8.388527078	0.290372789	0.181013774	0.187494957	0.341118481	0.136887086	5.56E-04	5.56E-04	-51941.3517	0	-2595.242509
406000000	-54491.67932	-2524.802081	-51966.87724	0.311546225	2020.685722	61.05863878	755.3512008	0.020766162	6.914114862	0.290230315	0.179702253	0.196628607	0.333438825	0.133425638	5.51E-04	5.51E-04	-51966.87724	0	-2515.868443
406500000	-54389.34054	-2423.725463	-51965.61508	0.315200293	2020.682067	59.00382916	798.4886093	0.019490697	7.013953734	0.289006592	0.179912306	0.190546257	0.340534845	0.027640649	5.62E-04	5.62E-04	-51965.61508	0	-2414.958296
407000000	-54375.70368	-2395.699115	-51980.00456	0.302731979	2020.694536	57.52272013	655.516911	0.020007077	7.148335847	0.291620742	0.176731937	0.195448861	0.336198461	0.023315824	6.02E-04	6.02E-04	-51980.00456	0	-2387.04235
407500000	-54512.07775	-2535.05092	-51977.02683	0.322206219	2020.675062	62.52386137	749.3924295	0.020655594	8.719624908	0.290625975	0.182196874	0.192236181	0.334940971	0.013006052	5.51E-04	5.51E-04	-51977.02683	0	-2525.994776
408000000	-54613.88309	-2626.263929	-51987.61916	0.327294551	2020.669973	65.97522322	849.2399102	0.021074073	7.017923545	0.296216655	0.185073441	0.187837407	0.330872497	0.024717016	5.24E-04	5.24E-04	-51987.61916	0	-2617.449277
408500000	-54468.64484	-2498.729773	-51969.91507	0.306437927	2020.69083	61.27776171	869.9431063	0.01992686	7.546676851	0.291742716	0.179776909	0.189777239	0.338703137	0.082669762	5.60E-04	5.60E-04	-51969.91507	0	-2489.641374
409000000	-54425.16643	-2472.326737	-51952.83969	0.302707449	2020.69456	58.24467486	456.460931	0.022285125	8.369645803	0.294895343	0.181879698	0.190546194	0.332678765	0.038518223	6.03E-04	6.03E-04	-51952.83969	0	-2463.650797
409500000	-54381.45775	-2419.728927	-51961.72882	0.303145122	2020.694123	60.68163351	1332.923673	0.018125127	7.322518988	0.292773713	0.180707664	0.187839748	0.338678875	0.038161712	5.93E-04	5.93E-04	-51961.72882	0	-2410.390194
410000000	-54427.67653	-2446.691309	-51980.98523	0.311619995	2020.685648	58.60929658	795.1349499	0.019581973	6.713464007	0.295453413	0.18010407	0.188763596	0.335678921	0.183595537	5.83E-04	5.83E-04	-51980.98523	0	-2437.659121
410500000	-54474.58494	-2493.631102	-51980.95384	0.308113752	2020.689154	60.87925713	611.1295444	0.0212074	8.377743383	0.295254475	0.181706424	0.1913606	0.331678501	0.084482922	5.62E-04	5.62E-04	-51980.95384	0	-2484.665078
411000000	-54456.97596	-2493.092386	-51963.88357	0.33574097	2020.661527	61.71668232	889.2101711	0.019814921	7.436300605	0.293544427	0.176294659	0.191419799	0.338741115	0.049650121	5.76E-04	5.76E-04	-51963.88357	0	-2484.06528
411500000	-54448.02804	-2454.264911	-51993.76313	0.313140469	2020.684127	59.05975885	484.8077625	0.021831161	7.161015753	0.296392939	0.178899099	0.18942856	0.335279402	0.089385148	5.50E-04	5.50E-04	-51993.76313	0	-2445.760949
412000000	-54494.12222	-2536.230617	-51957.8916	0.300931822	2020.696336	63.63859514	1272.925443	0.018956988	8.042386174	0.296862925	0.178551411	0.188543832	0.336041833	0.100124596	5.19E-04	5.19E-04	-51957.8916	0	-2526.708995
412500000	-54527.13787	-2572.342995	-51954.79488	0.335003706	2020.662264	63.37199607	823.0528213	0.020954941	7.373863999	0.298360541	0.18008629	0.189505456	0.332047714	0.046278841	5.26E-04	5.26E-04	-51954.79488	0	-2563.422032
413000000	-54618.80258	-2661.580129	-51957.22245	0.337019144	2020.660249	64.80667759	539.2182754	0.023227735	6.983474692	0.296863464	0.183837771	0.189312304	0.329986461	0.018671224	5.25E-04	5.25E-04	-51957.22245	0	-2653.153193
413500000	-54669.6264	-2664.106122	-52005.52027	0.340519581	2020.656748	67.01522699	968.1152234	0.021216581	7.597401097	0.292621701	0.183944416	0.189376037	0.334057846	0.120533177	5.14E-04	5.14E-04	-52005.52027	0	-2654.843871
414000000	-54443.55472	-2485.824432	-51957.73029	0.306948735	2020.690319	60.81215863	972.3798502	0.019496321	8.416253337	0.293283765	0.181106969	0.191095778	0.334513488	0.029476025	6.02E-04	6.02E-04	-51957.73029	0	-2476.520726
414500000	-54527.34436	-2574.292662	-51953.05169	0.311694281	2020.685573	63.63259029	785.3190948	0.020872218	7.746204971	0.293369705	0.180391721	0.192802166	0.333436408	0.020493466	5.38E-04	5.38E-04	-51953.05169	0	-2565.384973
415000000	-54488.82208	-2513.95584	-51974.86624	0.331970951	2020.665297	61.0652515	634.2076405	0.021290008	8.648738184	0.295310144	0.182700891	0.192007058	0.329981906	0.071332911	5.68E-04	5.68E-04	-51974.86624	0	-2504.91391
415500000	-54478.55125	-2508.856108	-51969.69515	0.315018513	2020.682249	61.77123156	930.3665335	0.019793536	8.184361538	0.291680949	0.177458472	0.191660289	0.33920029	0.035666602	5.26E-04	5.26E-04	-51969.69515	0	-2499.69844
416000000	-54408.40437	-2437.414721	-51970.98965	0.296214081	2020.701054	58.51287017	959.9671025	0.018947803	7.594883798	0.293435382	0.181837215	0.189348558	0.335378845	0.058643801	6.37E-04	6.37E-04	-51970.98965	0	-2428.220597
416500000	-54656.30088	-2691.836296	-51964.46459	0.340493407	2020.656774	66.74993308	798.5941333	0.021977202	8.409125943	0.288076646	0.180873609	0.195584463	0.335465282	0.084463124	5.19E-04	5.19E-04	-51964.46459	0	-2682.633802
417000000	-54478.41535	-2499.717358	-51978.69799	0.32310919	2020.674159	60.01175459	512.6152094	0.021918579	7.75442444	0.29076873	0.17897489	0.192673211	0.337583169	0.06368044	5.90E-04	5.90E-04	-51978.69799	0	-2491.0421
417500000	-54522.22247	-2551.286846	-51970.93563	0.317075046	2020.680193	64.09858908	1354.747746	0.019045644	7.34688381	0.289744428	0.178505121	0.193043023	0.338707428	0.166733207	5.40E-04	5.40E-04	-51970.93563	0	-2541.694861
418000000	-54507.58388	-2531.12929	-51976.45459	0.316631	2020.680637	63.25058819	1236.791456	0.018921751	6.994741918	0.293898432	0.180229867	0.194025777	0.331845925	0.058260635	5.39E-04	5.39E-04	-51976.45459	0	-2521.930798
418500000	-54461.11932	-2496.087949	-51965.03137	0.33961193	2020.657656	60.38532271	689.5369991	0.020655301	8.196292681	0.294029515	0.181115432	0.188910417	0.335944636	0.063377565	5.71E-04	5.71E-04	-51965.03137	0	-2487.089276
419000000	-54489.01933	-2523.543694	-51965.47563	0.306018512	2020.691249	61.80200155	726.5871381	0.020649846	7.717148989	0.290073855	0.181744289	0.190277177	0.337904679	0.014729908	5.37E-04	5.37E-04	-51965.47563	0	-2514.732978
419500000	-54564.2289	-2559.479634	-52004.74926	0.330296401	2020.666971	63.32872359	810.1494387	0.020745423	8.513900108	0.29593071	0.177350367	0.191761197	0.334957726	0.031153809	5.39E-04	5.39E-04	-52004.74926	0	-2550.360664
420000000	-54645.15793	-2653.681529	-51991.47641	0.338884634	2020.658383	66.53484507	881.7528296	0.021116127	8.867913546	0.293354343	0.178944261	0.190411885	0.337289512	0.015030109	5.18E-04	5.18E-04	-51991.47641	0	-2644.461002
420500000	-54613.36996	-2615.233946	-51998.13601	0.326504594	2020.670763	66.16991049	871.9757873	0.021298506	7.161530748	0.295133165	0.17664787	0.192229228	0.335989738	0.108631694	5.22E-04	5.22E-04	-51998.13601	0	-2606.183951
421000000	-54429.94903	-2446.565758	-51983.38327	0.309226582	2020.688041	60.32256219	992.0461996	0.019251814	7.61095467	0.294649155	0.18302416	0.188980898	0.333345787	0.021450516	5.57E-04	5.57E-04	-51983.38327	0	-2437.477814
421500000	-54444.74582	-2447.550303	-51997.19552	0.303026235	2020.694242	59.95359443	1264.546281	0.018219728	7.484712499	0.293476109	0.183055657	0.191797964	0.331670271	0.123356954	5.81E-04	5.81E-04	-51997.19552	0	-2438.060955
422000000	-54440.42839	-2463.981747	-51976.44664	0.340691676	2020.656576	58.84375274	487.1146952	0.021855918	7.800150388	0.294060347	0.180063883	0.19353882	0.33233695	0.022352594	5.98E-04	5.98E-04	-51976.44664	0	-2455.41885
422500000	-54406.58345	-2450.742696	-51955.84076	0.308748527	2020.688519	58.15302818	678.1213089	0.020414296	8.834319959	0.298921741	0.181797779	0.189665724	0.329614756	0.022253359	6.09E-04	6.09E-04	-51955.84076	0	-2441.673816
423000000	-54499.96599	-2531.78616	-51968.17983	0.330692758	2020.666575	61.71739668	952.4752799	0.01990242	7.09155886	0.292182951	0.178730625	0.191616633	0.337469791	0.019443693	5.91E-04	5.91E-04	-51968.17983	0	-2522.806323
423500000	-54540.85461	-2587.874071	-51952.98054	0.333383616	2020.663884	62.10928117	560.6035522	0.022433891	7.608965571	0.298795047	0.177411036	0.189824467	0.33396945	0.076258373	5.47E-04	5.47E-04	-51952.98054	0	-2579.144437
424000000	-54488.97616	-2541.811974	-51947.16418	0.314489775	2020.682778	61.34362032	534.7751685	0.02204499	8.342936251	0.294480111	0.180792197	0.190425286	0.334302407	0.097229705	5.85E-04	5.85E-04	-51947.16418	0	-2532.909993
424500000	-54452.25087	-2492.558747	-51959.69212	0.314806706	2020.682461	62.58050485	1883.640321	0.017538691	7.49077123	0.296233753	0.178217797	0.190503579	0.335044871	0.075313281	4.87E-04	4.87E-04	-51959.69212	0	-2482.896244
425000000	-54426.67964	-2475.440174	-51951.23946	0.318102176	2020.679166	61.43421631	1018.766506	0.01946049	7.330012577	0.294139938	0.178607282	0.189023797	0.338228983	0.02799502	5.67E-04	5.67E-04	-51951.23946	0	-2466.361481
425500000	-54437.01834	-2474.260049	-51962.7583	0.314340095	2020.682928	60.60623637	721.8002463	0.020486173	7.12703665	0.294599	0.179394872	0.192433508	0.333572619	0.091943541	5.38E-04	5.38E-04	-51962.7583	0	-2465.430519
426000000	-54544.5948	-2581.145283	-51963.44952	0.332056794	2020.665211	64.78393663	1111.319688	0.019856748	9.124020974	0.294784093	0.181357369	0.193060944	0.330797594	0.0426942	5.35E-04	5.35E-04	-51963.44952	0	-2571.608037
426500000	-54441.41316	-2476.567552	-51964.84561	0.315915698	2020.681352	60.10074311	610.6410442	0.021142001	7.372122299	0.292903452	0.178538232	0.194593256	0.33396506	0.074893353	5.70E-04	5.70E-04	-51964.84561	0	-2467.825398
427000000	-54455.90016	-2462.853023	-51993.04714	0.302557188	2020.694711	63.21497601	2114.961145	0.017176493	6.6430718	0.29009692	0.182460693	0.193200631	0.334241756	0.121747101	5.37E-04	5.37E-04	-51993.04714	0	-2453.142917
427500000	-54570.62404	-2606.375443	-51964.2486	0.334041904	2020.663226	62.82364368	474.6121083	0.023139237	8.005002884	0.295053226	0.179533466	0.194706539	0.330706769	0.115032871	5.74E-04	5.74E-04	-51964.2486	0	-2597.605805
428000000	-54448.95706	-2457.052297	-51991.90476	0.311475363	2020.685792	60.24551523	676.7573281	0.020481498	7.697313455	0.296462465	0.181911764	0.192024892	0.329600879	0.068853912	5.83E-04	5.83E-04	-51991.90476	0	-2448.164815
428500000	-54653.84334	-2691.82974	-51962.0136	0.31970422	2020.677564	67.03037423	753.7249094	0.022206754	8.842994249	0.292998591	0.179772579	0.189004486	0.338224344	0.004513698	5.40E-04	5.40E-04	-51962.0136	0	-2682.730756
429000000	-54609.5547	-2658.931604	-51950.62309	0.364064117	2020.633204	65.04164305	505.4250999	0.023489651	8.130395401	0.293825315	0.1830726	0.188871813	0.334230272	0.059617351	5.02E-04	5.02E-04	-51950.62309	0	-2650.253233
429500000	-54602.46662	-2638.063607	-51964.40301	0.315583761	2020.681684	66.65077327	903.8274573	0.021138946	8.086144005	0.291826952	0.174277722	0.19944929	0.334446036	0.075935978	5.47E-04	5.47E-04	-51964.40301	0	-2628.82578
430000000	-54449.89373	-2498.780828	-51951.1129	0.30851773	2020.68875	63.13130251	1357.74636	0.018707056	8.614371907	0.299602738	0.181157642	0.191748367	0.327491253	0.015420197	5.35E-04	5.35E-04	-51951.1129	0	-2489.236808
430500000	-54534.6385	-2610.719812	-51923.91868	0.312781915	2020.684486	65.44653965	865.1795161	0.02112883	7.594311481	0.29292149	0.178219907	0.192239419	0.336619184	0.050402883	5.09E-04	5.09E-04	-51923.91868	0	-2601.71422
