state	joint	prior	likelihood	rootHeight	age(root)	treeLength	exponential.popSize	exponential.growthRate	doublingTime	R0	kappa	frequencies1	frequencies2	frequencies3	frequencies4	alpha	clock.rate	meanRate	treeLikelihood	branchRates	coalescent
17500000	-54519.682964067004	-2554.2425565051376	-51965.440407561866	0.32584759556124115	2020.6714201640016	62.57808222708708	1016.5235419733624	35.109895141311775	7.20590932801423	1.730540950094777	6.904342174704536	0.2929759843296512	0.18059413301206637	0.19240576917580615	0.3340241134824746	0.02252242887771759	4.876116480797968E-4	4.876116480797984E-4	-51965.440407561866	0.0	-2538.1112145204934
18000000	-54390.82847161357	-2448.3825814430343	-51942.44589017054	0.32324485149575005	2020.6740229080672	60.77492814314925	993.3472355119103	36.18289770557439	6.992218339257076	1.7564509856315493	7.270797635701106	0.2919274126837066	0.18513511437443467	0.1888128795730369	0.3341245933688201	0.05729392214591442	5.572278412914599E-4	5.572278412914593E-4	-51942.44589017054	0.0	-2432.049061617347
18500000	-54447.225621351114	-2493.090417312217	-51954.135204038896	0.3324958418101458	2020.6647719177527	59.96974592701086	612.5583597784795	32.97642890493187	7.672107905733303	1.679668361403275	8.95696131258528	0.2950999641325004	0.18254365487597665	0.19793318596303353	0.3244231950284879	0.0768494647576425	5.756032312488941E-4	5.756032312488969E-4	-51954.135204038896	0.0	-2477.2362356854646
19000000	-54438.75569219778	-2460.973229006717	-51977.78246319106	0.31359057112240785	2020.6836771884405	58.926506859923144	540.1965526681005	32.04193049686841	7.895863856552171	1.6576547313950991	7.716401797739896	0.2937796295693742	0.17814581336848578	0.19095585850103566	0.3371186985611028	0.007116490913878545	5.911065307405677E-4	5.91106530740569E-4	-51977.78246319106	0.0	-2445.6991731798757
19500000	-54518.339286032824	-2551.8318801670616	-51966.50740586576	0.3176837139160292	2020.6795840456468	62.45681811948885	806.4745753079632	33.601593279456914	7.529366801158695	1.6944867039688616	8.112086147404991	0.2930935222702019	0.177697825658327	0.1891704260582283	0.34003822601324124	0.07853483871449204	5.794246930801653E-4	5.794246930801649E-4	-51966.50740586576	0.0	-2535.686290842603
20000000	-54527.416462850015	-2529.4316322767836	-51997.98483057323	0.32348928346987554	2020.673778476093	61.56710357059285	714.5387151567526	33.33672183850346	7.589190146829913	1.6881994557697597	7.697042540795111	0.293652715295756	0.1819490564135123	0.19223070451603982	0.3321675237746903	0.03275015395417725	5.858184281067022E-4	5.858184281067017E-4	-51997.98483057323	0.0	-2513.668958195929
20500000	-54501.294825942736	-2516.245986503486	-51985.04883943925	0.31621187082686775	2020.681055888736	61.37915593212745	856.1275779513492	34.194933603255876	7.398719466450162	1.7086187107698316	8.229642111137535	0.294884459862553	0.17416146683140685	0.1894846375158482	0.34146943579019057	0.01791425308178692	5.796895686555627E-4	5.796895686555638E-4	-51985.04883943925	0.0	-2500.073520467295
21000000	-54575.83227044994	-2608.9949788792896	-51966.83729157065	0.33428083545593795	2020.662986924107	64.20584834442792	795.3189321955322	32.91506809587107	7.686410374952761	1.678217877791255	8.206829938726369	0.2906012562016129	0.18166169755212513	0.18758476969606755	0.34015227655019314	0.05428757871634009	5.250860172579538E-4	5.250860172579531E-4	-51966.83729157065	0.0	-2592.9755618548984
21500000	-54496.61245676725	-2535.102465166646	-51961.50999160061	0.32444659536605036	2020.6728211641969	62.30765499629467	814.2798726590355	33.71119850276618	7.504886570070185	1.697092260754335	7.62293934650009	0.2884010658810529	0.18127776713823196	0.1948560482324424	0.3354651187482715	0.06881157027816283	5.728464901256782E-4	5.728464901256787E-4	-51961.50999160061	0.0	-2519.0672832897185
22000000	-54472.3966448304	-2493.8415473334726	-51978.55509749692	0.32412536142285414	2020.67314239814	59.78919682477604	710.1990084092107	33.98719701490714	7.443941928880223	1.703663363326135	7.523634006055253	0.2954889144203287	0.18074375572774473	0.18953955476376616	0.33422777508815893	0.016633121147362193	5.560083120889983E-4	5.560083120889971E-4	-51978.55509749692	0.0	-2478.1671138643906
